STOCK ID|CANTIDAD|PRECIO|IMPUESTO|FECHA|DESCRIPCION AGRUPADOR|ID AGRUPADOR|UNIDAD EMPAQUE|PRECIO UNIDAD EMPAQUE
|1|0|0|2015-09-10|MELFALAN 2MG C/25 TAB.|2906|0|0
|452|0|0|2015-09-10|MELOXICAM 7.5MG C/14 TAB.|2623|0|0
|317|0|0|2015-09-10|MELOXICAN + METOCARBAMOL 15MG/215MG C/10 CAP.|2801|0|0
|65|0|0|2015-09-10|MEMANTINA 10MG C/28 TAB.|83|0|0
|10|0|0|2015-09-10|MESALAZINA 1GR C/14 SUP.|969|0|0
|12|0|0|2015-09-10|MESALAZINA 1GR C/30 SOBRES GRANULADOS|1526|0|0
|3|0|0|2015-09-10|MESALAZINA 250MG C/30 SUP.|760|0|0
|16|0|0|2015-09-10|MESALAZINA 500MG C/10 SUP.|2970|0|0
|105|0|0|2015-09-10|MESALAZINA 500MG C/40 GRAGEAS|1533|0|0
|6|0|0|2015-09-10|MESILATO DE IMATINIB 100MG C/60 CAP.|1246|0|0
|2|0|0|2015-09-10|MESILATO DE ZIPRASIDONA 60MG C/28 CAP.|400|0|0
|373|0|0|2015-09-10|METACARBAMOL + PARACETAMOL 400/350MG C/30 TAB.|201|0|0
|52|0|0|2015-09-10|METFORMINA + GLIBENCLAMIDA 500MG/2.5MG C/30 TAB.|2616|0|0
|61|0|0|2015-09-10|METFORMINA + GLIBENCLAMIDA 500MG/5MG C/60 TAB.|1867|0|0
|161|0|0|2015-09-10|METFORMINA + VILDAGLIPTINA 50MG/500MG C/30 COMP. RECUBIERTOS|1968|0|0
|127|0|0|2015-09-10|METFORMINA 1GR C/30 TAB.|2872|0|0
|471|0|0|2015-09-10|METFORMINA 500MG C/30 TAB.|310|0|0
|353|0|0|2015-09-10|METFORMINA 750MG LIB. PROL. C/30 TAB.|2711|0|0
|641|0|0|2015-09-10|METFORMINA 850MG C/30 TAB.|1897|0|0
|8|0|0|2015-09-10|METILFENIDATO 18MG C/30 TAB.|253|0|0
|3|0|0|2015-09-10|METILFENIDATO 20MG C/30 CAP.|1779|0|0
|2|0|0|2015-09-10|METILPREDNISOLONA 40MG/ML SUSP. INY. C/1 AMP.|2765|0|0
|81|0|0|2015-09-10|METOCLOPRAMIDA 10MG C/20 TAB.|565|0|0
|199|0|0|2015-09-10|METOPROLOL 100MG C/20 TAB.|2627|0|0
|65|0|0|2015-09-10|METOTREXATO 2.5MG C/50 TAB.|2504|0|0
|159|0|0|2015-09-10|METOTREXATO 50/2ML SOL. INY. C/1 AMP.|847|0|0
|41|0|0|2015-09-10|METRONIDAZOL .75% TUBO GEL C/30GR|567|0|0
|67|0|0|2015-09-10|METRONIDAZOL + MICONAZOL 750MG/200MG C/7 OVULOS VAGINALES|1263|0|0
|4|0|0|2015-09-10|METRONIDAZOL 2.5GR SUSP. C/120ML|2628|0|0
|3|0|0|2015-09-10|METRONIDAZOL 500MG C/10 OVULOS|2612|0|0
|45|0|0|2015-09-10|METRONIDAZOL 500MG C/30 COMP.|2865|0|0
|16|0|0|2015-09-10|METRONIDAZOL 5GR SUSP. C/120ML|1453|0|0
|54|0|0|2015-09-10|MICOFENOLATO DE MOFELITO 500MG C/50 TAB.|1648|0|0
|6|0|0|2015-09-10|MICOFENOLATO SODICO 360MG C/120 TAB.|2822|0|0
|273|0|0|2015-09-10|MICONAZOL 2% TUBO CREMA C/20GR|534|0|0
|17|0|0|2015-09-10|MICONAZOL 2% TUBO GEL ORAL C/78GR|259|0|0
|49|0|0|2015-09-10|MINOCICLINA 100MG MICROGRANULOS C/10 CAP. |552|0|0
|16|0|0|2015-09-10|MIRTAZAPINA 30MG C/12 TAB. DISP.|740|0|0
|8|0|0|2015-09-10|MISOPROSTOL 200MCG C/28 TAB.|194|0|0
|6|0|0|2015-09-10|MODAFINILO 200MG C/14 TAB.|2614|0|0
|346|0|0|2015-09-10|MOMETASONA 0.05% SPRAY NASAL PED. C/10ML Y 60 NEBUL.|735|0|0
|10|0|0|2015-09-10|MOMETASONA 1% SOL. FCO. C/30ML|1660|0|0
|46|0|0|2015-09-10|MOMETASONA 1% UNG?ENTO TOPICO TUBO C/30GR|319|0|0
|100|0|0|2015-09-10|MONTELUKAST 4MG C/10 SOBRES|1641|0|0
|211|0|0|2015-09-10|MONTELUKAST SODICO 10MG C/20 COMP.|778|0|0
|35|0|0|2015-09-10|MONTELUKAST SODICO 4MG C/10 TAB.|1143|0|0
|65|0|0|2015-09-10|MONTELUKAST SODICO 5MG C/20 COMP.|779|0|0
|67|0|0|2015-09-10|MOSAPRIDA 5MG C/30 COMP.|1656|0|0
|67|0|0|2015-09-10|MOXIFLOXACINO + DEXAMETASONA SOL. OFT. GOTAS FCO C/5ML|2923|0|0
|18|0|0|2015-09-10|MOXIFLOXACINO 0.5% SOL. OFT. FCO C/5ML|880|0|0
|88|0|0|2015-09-10|MOXIFLOXACINO 400MG C/7 TAB.|86|0|0
|157|0|0|2015-09-10|MUPIROCINA UNG?ENTO 2% TUBO C/15GR|2657|0|0
|43|0|0|2015-09-10|NAFAZOLINA + HIPROMELOSA OFT. GOTAS FCO C/15ML|1007|0|0
|6|0|0|2015-09-10|NAFAZOLINA 5% SOL. OFT. GOTERO FCO. C/15ML |2597|0|0
|40|0|0|2015-09-10|NAN A.R FORMULA LACTEA LATA C/400GR|634|0|0
|81|0|0|2015-09-10|NAN H A 1 FORMULA LACTEA HIPOALERGENICA BIFIDUS LATA PVO. C/400GR|608|0|0
|18|0|0|2015-09-10|NAN SIN LACTOSA FORMULA LACTEA EXCENTA DE LACTOSA LATA PVP. C/400GR|2624|0|0
|61|0|0|2015-09-10|NAPROXENO 250MG C /30 TAB.|643|0|0
|49|0|0|2015-09-10|NAPROXENO 500MG C/12 TAB.|627|0|0
|52|0|0|2015-09-10|NAPROXENO SODICO + PARACETAMOL 125MG/100MG SUSP. FCO.  C/80ML|1912|0|0
|467|0|0|2015-09-10|NAPROXENO SODICO + PARACETAMOL 275MG/300MG C/10 TAB.|2647|0|0
|19|0|0|2015-09-10|NEOCATE POLVO C/400GR|2454|0|0
|116|0|0|2015-09-10|NEOMICINA + CAOLIN + PECTINA 129MG/280MG C/20 TAB.|459|0|0
|16|0|0|2015-09-10|NEOMICINA + CAOLIN + PECTINA 36.65MG/500MG SUSP. C/75ML|2629|0|0
|110|0|0|2015-09-10|NEOMICINA + POLIMIXINA B + BACITRACINA UNG?ENTO DERMICO TUBO C/30GR|2592|0|0
|24|0|0|2015-09-10|NEOMICINA + POLIMIXINA B + DEXAMETASONA SUSP. OFT. FCO. C/5ML|527|0|0
|110|0|0|2015-09-10|NEOMICINA + POLIMIXINA B + DEXAMETASONA UNG?ENTO OFTALMICO TUBO C/3.5GR|526|0|0
|14|0|0|2015-09-10|NEPAFENACO 1.0MG SOL. OFT. GOTAS C/5ML|2072|0|0
|32|0|0|2015-09-10|NICERGOLINA 30MG C/20 GRAGEAS|767|0|0
|6|0|0|2015-09-10|NIFEDIPINO 10MG C/20 CAP.|2875|0|0
|19|0|0|2015-09-10|NIFEDIPINO 20MG LIB. PROL. C/28 COMP.|8|0|0
|133|0|0|2015-09-10|NIFEDIPINO 30MG LIB. PROL. C/30 TAB.|2682|0|0
|6|0|0|2015-09-10|NILOTIMIB 200MG C/28 CAP.|2936|0|0
|186|0|0|2015-09-10|NIMESULIDE 100MG C/10 TAB.|628|0|0
|51|0|0|2015-09-10|NIMODIPINO 30MG C/30 TAB.|470|0|0
"|12|0|0|2015-09-10|""NISTATINA 2|400|000UI SUSP. FCO. C/24ML""|2846|0|0"
|4|0|0|2015-09-10|NITAZOXANIDA 500MG C/6 COMP.|2972|0|0
|6|0|0|2015-09-10|NITROFURAL POMADA TUBO C/85GR|368|0|0
|2|0|0|2015-09-10|NITROFURAL TARRO C/453.6GR|367|0|0
|110|0|0|2015-09-10|NITROFURANTOINA 100MG C/40 CAP.|546|0|0
|40|0|0|2015-09-10|NITROFURANTOINA 50MG C/40 CAP.|523|0|0
|191|0|0|2015-09-10|NORELGESTROMINA + ETINILESTRADIOL C/3 PARCHES TRASDERMICO|1922|0|0
|17|0|0|2015-09-10|NORFENILEFRINA SOL. GOTAS FCO. C/24ML|2|0|0
|28|0|0|2015-09-10|NORFLOXACINO 400MG C/20 GRAGEAS|633|0|0
|40|0|0|2015-09-10|NUTRAMIGEN PREMIUM LATA C/357GR|329|0|0
|305|0|0|2015-09-10|NUTRICION COMPLETA Y BALANCEADA CON FRUCTOOLISACARIDOS CUALQUIER SABOR LATA EN POLVO C/400GR|2557|0|0
|4|0|0|2015-09-10|OCTREOTIDA LAR 20MG I.M. AMP.|2751|0|0
|17|0|0|2015-09-10|OLANZAPINA + FLUOXETINA 6/25MG C/14 CAP.|1180|0|0
|52|0|0|2015-09-10|OLANZAPINA 10MG C/14 TAB.|1548|0|0
|9|0|0|2015-09-10|OLANZAPINA 10MG C/14 TAB. DISPERSABLES|916|0|0
|46|0|0|2015-09-10|OLANZAPINA 5MG C/14 TAB.|599|0|0
|30|0|0|2015-09-10|OLOPATADINA 0.2% SOL. OFT. C/2.5ML|666|0|0
|2773|0|0|2015-09-10|OMEPRAZOL 20MG C/14 CAP.|657|0|0
|28|0|0|2015-09-10|ONDANSETRON 8MG C/10 TAB.|2843|0|0
|9|0|0|2015-09-10|ONDANSETRON 8MG SOL. INY. C/3 AMP. DE 4ML|293|0|0
|2|0|0|2015-09-10|ORCIPRENALINA 20MG C/30 TAB.|2007|0|0
|109|0|0|2015-09-10|ORFENADRINA + PARACETAMOL 35MG/450MG C/50 TAB.|620|0|0
|1|0|0|2015-09-10|OSELTAMIVIR 75MG C/10 CAP.|2654|0|0
|120|0|0|2015-09-10|OXCARBAZEPINA 300MG C/20 GRAGEAS|833|0|0
|12|0|0|2015-09-10|OXCARBAZEPINA 600MG C/20 GRAGEAS|1724|0|0
|38|0|0|2015-09-10|OXCARBAZEPINA 60MG/1ML SUSP. C/100ML|1033|0|0
|6|0|0|2015-09-10|OXIBUTININA 100MG/100ML FCO C/120ML|614|0|0
|78|0|0|2015-09-10|OXIBUTININA 5MG C/30 TAB.|615|0|0
|77|0|0|2015-09-10|OXIDO DE ZINC TUBO CREMA C/30GR|665|0|0
|109|0|0|2015-09-10|OXIMETAZOLINA + ALCOHOL POLIVINILICO 0.25MG SOL. OFT. FCO. C/10ML|659|0|0
|9|0|0|2015-09-10|OXIMETAZOLINA + HIALURONATO DE SODIO OFTENO 1MG/0.125GR/0.5ML C/20 AMP.|1248|0|0
|57|0|0|2015-09-10|OXIMETAZOLINA 25MG SOL. NASAL FCO. NEB. C/20ML|231|0|0
|46|0|0|2015-09-10|OXIMETAZOLINA 50MG SOL. NASAL FCO. NEB. C/20ML|230|0|0
|1|0|0|2015-09-10|PALIPERIDONA 75MG C/1 JER. PRELLENADA|2934|0|0
"|45|0|0|2015-09-10|""PANCREATINA + LIPASA + AMILASA + PROTEASA 10|000UI C/50 CAP.""|193|0|0"
|16|0|0|2015-09-10|PANCREATINA+ESTRACTO SECO BILIS BUEY+DIMETILPOLISILOXANO 130/50/40/MG C/30 GRAGEAS|3014|0|0
|1434|0|0|2015-09-10|PANTOPRAZOL 40MG C/14 GRAGEAS|1479|0|0
|20|0|0|2015-09-10|PARACETAMOL + CODEINA 500MG/30MG C/30 CAP. (II)|596|0|0
|1003|0|0|2015-09-10|PARACETAMOL 1GR C/20 TAB.|810|0|0
|469|0|0|2015-09-10|PARACETAMOL 500MG C/10 TAB.|712|0|0
|275|0|0|2015-09-10|PARACETAMOL 750MG C/10 TAB.|2582|0|0
|218|0|0|2015-09-10|PARACETAMOL JARABE FCO. C/120ML|2691|0|0
|168|0|0|2015-09-10|PARACETAMOL ORAL GOTAS C/15ML|2648|0|0
|2|0|0|2015-09-10|PARCHE DE MICROPORE OFTALMICO INF. C/20|654|0|0
|8|0|0|2015-09-10|PARECOXIB SODICO 40MG/2ML INY. C/2 AMP.|1481|0|0
|235|0|0|2015-09-10|PARGEVERINA + CLONIXINATO DE LISINA 10MG/125MG C/20  COMP.|694|0|0
"|3|0|0|2015-09-10|""PENICILINA CLEMIZOL + BENCILPENICILINA SODICA 1|000|000UI + 1 AMP. DE DILUYENTE""|26|0|0"
"|410|0|0|2015-09-10|""PENICILINA PROCAINICA + BENCILPENICILINA 800|000UI + 1 AMP. DILUYENTE C/2ML""|687|0|0"
|37|0|0|2015-09-10|PENTOXIFILINA 400MG C/30 GRAGEAS|669|0|0
|12|0|0|2015-09-10|PERFENAZINA 4MG C/30 TAB.|587|0|0
|48|0|0|2015-09-10|PERMETRINA  5% SHAMPOO C/60ML|641|0|0
|73|0|0|2015-09-10|PERMETRINA EMULSION C/120 APLICACIONES|2481|0|0
|8|0|0|2015-09-10|PEROXIDO DE BENZOILO 10% TUBO GEL C/60GR|115|0|0
|52|0|0|2015-09-10|PEROXIDO DE BENZOILO 5% TUBO GEL C/60GR|116|0|0
|101|0|0|2015-09-10|PIMECROLIMUS 1% CREMA C/30GR|348|0|0
|930|0|0|2015-09-10|PIOGLITAZONA 30MG C/7 TAB.|914|0|0
|21|0|0|2015-09-10|PIPERIDOLATO 100MG C/30 GRAGEAS|258|0|0
|8|0|0|2015-09-10|PIRACETAM 800MG C/30 TAB.|971|0|0
|2|0|0|2015-09-10|PIRAZINAMIDA + ETAMBUTOL + RIFAMPICINA + ISONIAZIDA 150MG/75MG/400MG/300MG C/240 TAB.|1270|0|0
|26|0|0|2015-09-10|PIROXICAM 10MG C/20 CAP.|1079|0|0
|129|0|0|2015-09-10|PLANTAGO OVATA + SENNA ANGUSTIFOLIA 2.71 GR/0.62 GR FCO. GRANULADO C/100GR|11|0|0
|2|0|0|2015-09-10|POLICRESULENO + CINCOCAINA 5GR/1GR/100GR UNGUENTO TUBO C/50GR|2975|0|0
|6|0|0|2015-09-10|POLICRESULENO 0.09 GR C/6 OVULOS|12|0|0
|12|0|0|2015-09-10|POLIETILENGLICOL + BICAR. SODICO + CL SODIO + CL DE POTASIO POLVO 109.6GR C/4 SOBRES|623|0|0
|212|0|0|2015-09-10|POLIETILENGLICOL FCO. POLVO C/255GR|256|0|0
|158|0|0|2015-09-10|POLIETILENGLICOL+ PROPILENGLICOL GOTAS OFT. FCO. C/15ML|996|0|0
|144|0|0|2015-09-10|POLIMIXINA B + NEOMICINA + LIDOCAINA SOL. ORAL FCO. SPRAY C/20ML|21|0|0
|280|0|0|2015-09-10|POLIVITAMINAS CON MINERALES C/30 CAP.|886|0|0
|28|0|0|2015-09-10|PRAMIPEXOL 0.5MG C/30 TAB.|2411|0|0
|136|0|0|2015-09-10|PRASUGREL 10MG C/14 TAB.|2900|0|0
|100|0|0|2015-09-10|PRAZOSINA 1MG C/30 COMP.|539|0|0
|14|0|0|2015-09-10|PREDNISOLONA 100MG SOL. FCO. C/100ML|388|0|0
|8|0|0|2015-09-10|PREDNISOLONA 10MG SUSP. OFT. C/5ML|784|0|0
|8|0|0|2015-09-10|PREDNISOLONA 3.0MG/ML SOL. PED. C/120ML|1099|0|0
|55|0|0|2015-09-10|PREDNISONA 20MG C/30 TAB.|642|0|0
|9|0|0|2015-09-10|PREDNISONA 50MG C/20 TAB.|689|0|0
|161|0|0|2015-09-10|PREDNISONA 5MG C/20 TAB.|1490|0|0
|706|0|0|2015-09-10|PREGABALINA 75MG C/28 CAP.|512|0|0
|80|0|0|2015-09-10|PROGESTERONA 100MG C/30 PERLAS|1492|0|0
|133|0|0|2015-09-10|PROPAFENONA 150MG C/30 TAB.|626|0|0
|110|0|0|2015-09-10|PROPRANOLOL 10MG C/50 TAB.|3029|0|0
|16|0|0|2015-09-10|PROPRANOLOL 20MG C/24 TAB.|2976|0|0
|36|0|0|2015-09-10|PROPRANOLOL 40MG C/30 TAB.|783|0|0
|47|0|0|2015-09-10|PRUCALOPRIDA 2MG C/14 COMP.|2930|0|0
|283|0|0|2015-09-10|PSYLLIUM PLANTAGO C/400GR|674|0|0
|33|0|0|2015-09-10|QUETIAPINA 300MG C/30 TAB. LIB PROL.|2353|0|0
|1|0|0|2015-09-10|RADIOCARE CREMA C/150MG|2977|0|0
|119|0|0|2015-09-10|RALOXIFENO 60MG C/28 TAB.|324|0|0
|2|0|0|2015-09-10|RALTEGRAVIR 400MG FCO. C/60 COMP.|2389|0|0
|127|0|0|2015-09-10|RAMIPRIL 2.5MG C/16 TAB.|1928|0|0
|179|0|0|2015-09-10|RANITIDINA 150MG C/20 TAB.|2630|0|0
|45|0|0|2015-09-10|RANITIDINA 150MG JARABE FCO. C/200ML|1494|0|0
|126|0|0|2015-09-10|RANITIDINA 300MG C/10 COMP.|2663|0|0
|10|0|0|2015-09-10|RANITIDINA 40MG FCO C/30ML|1930|0|0
|18|0|0|2015-09-10|REPAGLINIDA 2MG C/30 COMP.|1042|0|0
|52|0|0|2015-09-10|RESINA DE COLESTIRAMINA 9GR C/10 SOBRES|722|0|0
|2|0|0|2015-09-10|RIFAMICINA SOL. SPRAY C/20ML|753|0|0
|5|0|0|2015-09-10|RIFAMPICINA + ISONIASIDA 200MG/150MG C/24 CAP.|732|0|0
|4|0|0|2015-09-10|RIFAMPICINA 300MG C/16 CAP.|333|0|0
|81|0|0|2015-09-10|RIFAXIMINA 200MG C/12 GRAGEAS|1716|0|0
|10|0|0|2015-09-10|RIMANTADINA 100MG C/14 CAP.|2393|0|0
|88|0|0|2015-09-10|RISPERIDONA 1MG C/20 TAB.|1024|0|0
|16|0|0|2015-09-10|RISPERIDONA 1MG/ML SOL. FCO. C/60ML|2139|0|0
|57|0|0|2015-09-10|RISPERIDONA 2MG C/20 TAB.|2698|0|0
|82|0|0|2015-09-10|RIVAROXABAN 10MG C/10 COMP. RECUBIERTOS|2915|0|0
|28|0|0|2015-09-10|RIVAROXABAN 20MG C/28 COMP.|2937|0|0
|52|0|0|2015-09-10|RIVASTIGMINA 4.6MG C/30 PARCHES|1746|0|0
|8|0|0|2015-09-10|ROTIGOTINA 6MG C/14 PARCHES|2978|0|0
|114|0|0|2015-09-10|SALBUTAMOL 100MCG SPRAY C/ 200 DOSIS|2696|0|0
|8|0|0|2015-09-10|SALBUTAMOL 40MG/100ML JARABE FCO. C/60ML|759|0|0
|61|0|0|2015-09-10|SALBUTAMOL 5MG/ML SOL. NEBUL. FCO. C/10ML|866|0|0
|52|0|0|2015-09-10|SALMETEROL + FLUTICASONA 25/125 FCO.|2468|0|0
|104|0|0|2015-09-10|SALMETEROL + FLUTICASONA 25MCG/50MCG 12GR FCO. C/120 DOSIS|786|0|0
|36|0|0|2015-09-10|SALMETEROL + FLUTICASONA 50/100MCG SOL. INHAL C/60 DOSIS|2493|0|0
|28|0|0|2015-09-10|SALMETEROL + FLUTICASONA 50MCG/500MG FCO. C/60 DOSIS|2738|0|0
|262|0|0|2015-09-10|SAXAGLIPITINA + METFORMINA 2.5MG/1000MG C/28 TAB.|2926|0|0
|131|0|0|2015-09-10|SAXAGLIPITINA + METFORMINA 5MG/1000MG C/28 TAB.|2929|0|0
|18|0|0|2015-09-10|SECNIDAZOL 500MG C/8 COMP.|553|0|0
|658|0|0|2015-09-10|SENOSIDOS A-B 374MG C/30 TAB.|789|0|0
|6|0|0|2015-09-10|SERENOA REPENS 160MG C/40 CAP.|860|0|0
|410|0|0|2015-09-10|SERTRALINA 50MG C/14 TAB. RANURADAS|1497|0|0
|28|0|0|2015-09-10|SILIMARINA 70MG C/20 COMP.|2151|0|0
|6|0|0|2015-09-10|SIROLIMUS 1MG C/60 GRAGEAS|743|0|0
|575|0|0|2015-09-10|SITAGLIPTINA + METFORMINA 50/850MG C/56 COMP.|1368|0|0
|375|0|0|2015-09-10|SITAGLIPTINA 100MG C/14 COMP.|456|0|0
|28|0|0|2015-09-10|SOL. ESTERILIZANTE + ANTISEPTICA DE SUPEROXIDACION FCO. C/240ML|1310|0|0
|21|0|0|2015-09-10|SOMATROPINA 10MG PLUMA PRELLENADA C/1 DISPOSITIVO DE 1.5ML|3000|0|0
|10|0|0|2015-09-10|SOMATROPINA 15MG PLUMA PRELLENADA C/1 DISPOSITIVO DE 1.5ML|3001|0|0
|4|0|0|2015-09-10|SOMATROPINA 5MG PLUMA PRELLENADA C/1 DISPOSITIVO DE 1.5ML|2999|0|0
|6|0|0|2015-09-10|SUBSALICILATO DE BISMUTO SUSP. FCO C/120ML|2868|0|0
|29|0|0|2015-09-10|SUCRALFATO 1GR C/40 TAB.|2653|0|0
|28|0|0|2015-09-10|SULFADIACINA DE PLATA MICRONIZADA 1% CREMA TUBO C/30GR|67|0|0
|87|0|0|2015-09-10|SULFASALAZINA 500MG C/60 GRAGEAS|47|0|0
|24|0|0|2015-09-10|SULFATO DE AMANTADINA 100MG C/30 TAB.|703|0|0
|3|0|0|2015-09-10|SULFATO DE ATROPINA 1% SOL. OFT. FCO. C/15ML|40|0|0
"|816|0|0|2015-09-10|""SULFATO DE GLUCOSAMINA + SULFATO DE CONDROITIN 1|500MGS/1|200MGS C/15 SOBRES""|2576|0|0"
|330|0|0|2015-09-10|SULFATO DE HIDROXICLOROQUINA 200MG C/20 TAB.|675|0|0
|3|0|0|2015-09-10|SULFONATO SODICO DE CARBAZOCROMO + VITAMINA K JARABE FCO C/200ML|413|0|0
|3|0|0|2015-09-10|SUPLEMENTO DE AMINOACIDOS Y CALORIAS POLVO SOBRE C/110GR|1733|0|0
|35|0|0|2015-09-10|TACROLIMUS 1MG C/50 TAB.|2894|0|0
|2|0|0|2015-09-10|TALIDOMIDA 100MG C/50 TAB.|1076|0|0
|258|0|0|2015-09-10|TAMSULOSINA 0.4MG C/20 CAP.|2603|0|0
|28|0|0|2015-09-10|TEGASEROD 6MG C/30 COMP.|912|0|0
|239|0|0|2015-09-10|TELMISARTAN + HIDROCLOROTIAZIDA 80MG/12.5MG C/28 TAB.|561|0|0
|165|0|0|2015-09-10|TELMISARTAN 40MG C/28 TAB.|968|0|0
|204|0|0|2015-09-10|TELMISARTAN 80MG C/ 28 TAB.|2575|0|0
|16|0|0|2015-09-10|TEOFILINA 100MG C/20 CAP.|2831|0|0
|10|0|0|2015-09-10|TERAZOSINA 2MG ENV. C/20 TAB.|837|0|0
|40|0|0|2015-09-10|TERAZOSINA 5MG C/30 TAB.|9|0|0
|132|0|0|2015-09-10|TERBINAFINA 250MG C/28 TAB.|2847|0|0
|6|0|0|2015-09-10|TESTOSTERONA + ESTRADIOL 100MG/5MG C/1 JER. PRELLENADA|266|0|0
|22|0|0|2015-09-10|TESTOSTERONA 250MG/1ML C/1 AMP.|2882|0|0
|2|0|0|2015-09-10|TETRACICLINA 250MG C/16 CAP.|2832|0|0
|63|0|0|2015-09-10|TIAMAZOL 5MG C/20 TAB.|1098|0|0
|344|0|0|2015-09-10|TIAMINA + PIRIDOXINA + CIANOCOBALAMINA 100MG/5MG/50MCG C/30 TAB.|2797|0|0
|116|0|0|2015-09-10|TIAMINA + PIRIDOXINA + CIANOCOBALAMINA Y DICLOFENACO SODICO NÑ1 - 3 Y NÑ - 3 C/JGA AMP.|2803|0|0
|124|0|0|2015-09-10|TIAMINA+PIRIDOXINA + DEXAMETASONA + CIANOCOBALAMINA + LIDOCAINA NÑ1 - 3 Y NÑ - 3 C/JGA AMP.|2809|0|0
|75|0|0|2015-09-10|TIBOLONA 2.5MG C/30 TAB.|2658|0|0
|2|0|0|2015-09-10|TICAGRELOR 90MG C/30 TAB.|3016|0|0
|2|0|0|2015-09-10|TIMOLOL + LATANOPROST GOTAS OFT. C/2.5ML|1374|0|0
|1|0|0|2015-09-10|TIROTROPINA ALFA 0.9MG/ML C/2 AMP. DE 10ML|2935|0|0
|94|0|0|2015-09-10|TIZANIDINA 2MG C/20 TAB.|787|0|0
|28|0|0|2015-09-10|TIZANIDINA 6MG LIB. PROL. C/10 CAP.|2979|0|0
|69|0|0|2015-09-10|TOBRAMICINA 3MG/1ML SOL. OFT. FCO. C/5ML|2677|0|0
|2|0|0|2015-09-10|TOBRAMICINA SOL. P/NEB C/14 SOBRES Y C/U 4 AMP.|1545|0|0
|28|0|0|2015-09-10|TOLNAFTATO 1% SOL. FCO C/20ML|824|0|0
|94|0|0|2015-09-10|TOPIRAMATO 100MG C/20 TAB.|2837|0|0
|75|0|0|2015-09-10|TOPIRAMATO 25MG C/28 TAB.|2578|0|0
|1463|0|0|2015-09-10|TRAMADOL + PARACETAMOL 37.5/325MG C/20 TAB.|836|0|0
|8|0|0|2015-09-10|TRAVOPROST + TIMOLOL .04MG/1.0ML FCO.GOTERO C/2.5ML|2560|0|0
|47|0|0|2015-09-10|TRAVOPROST 40MCG SOL. OFT. FCO. C/2.5ML|830|0|0
|190|0|0|2015-09-10|TRIAMCINOLONA 56.10MG SUSP. FCO C/16.5ML|610|0|0
|137|0|0|2015-09-10|TRIAZOLAM 0.250MG C/30 TAB.|582|0|0
|34|0|0|2015-09-10|TRIBENOSIDO + LIDOCAINA 400MG C/5 SUP.|681|0|0
|94|0|0|2015-09-10|TRIBENOSIDO + LIDOCAINA TUBO C/30GR|680|0|0
|194|0|0|2015-09-10|TRIMEBUTINA 200MG C/40 TAB.|330|0|0
|172|0|0|2015-09-10|TRIMEBUTINA 2GR/100ML SUSP. JUNIOR FCO C/100ML|218|0|0
|199|0|0|2015-09-10|TRIMETOPRIMA + SULFAMETOXAZOL 160MG/800MG C/14 TAB.|1920|0|0
|18|0|0|2015-09-10|TRIMETOPRIMA + SULFAMETOXAZOL 40MG/200MG/5MG SUSP. FCO. C/120ML|2631|0|0
|28|0|0|2015-09-10|TRIMETOPRIMA + SULFAMETOXAZOL 80/400MG C/20 TAB.|852|0|0
|147|0|0|2015-09-10|TRINITRATO DE GLICERILO 18MG x PARCHE (5MG/24 Hrs C/7)|2143|0|0
|21|0|0|2015-09-10|TRINITRATO DE GLICERILO 36MG x PARCHE (10MG/24 hrs C/7)|2144|0|0
|33|0|0|2015-09-10|TRITICUM VULGARE FENOXIETANOL CREMA UNGUENTO C/30GR|1258|0|0
|6|0|0|2015-09-10|TROMANTADINA TUBO GEL C/10GR|878|0|0
|7|0|0|2015-09-10|TROPICAMIDA FENILEFRINA GOTAS. OFT. C/15ML|808|0|0
|110|0|0|2015-09-10|TROXERUTINA + CUMARINA 180MG/30MG C/30 GRAGEAS|1075|0|0
|33|0|0|2015-09-10|VALPROATO DE MAGNESIO 200MG C/40 TAB.|2838|0|0
|3|0|0|2015-09-10|VALPROATO DE MAGNESIO 200MG/1ML SUSP. FCO C/40ML|2839|0|0
|52|0|0|2015-09-10|VALPROATO DE MAGNESIO 400MG C/20 TAB.|71|0|0
|25|0|0|2015-09-10|VALPROATO DE MAGNESIO 500MG C/20 TAB.|37|0|0
|38|0|0|2015-09-10|VALPROATO DE MAGNESIO 600MG C/30 TAB.|38|0|0
|28|0|0|2015-09-10|VALPROATO SEMISODICO 500MG LIB. RET. C/30 COMP.|337|0|0
|47|0|0|2015-09-10|VALPROATO SEMISODICO ER 500MG LIB. PROL. C/30 TAB.|2193|0|0
|750|0|0|2015-09-10|VALSARTAN + AMLODIPINO 160/5MG C/28 TAB.|1924|0|0
|362|0|0|2015-09-10|VALSARTAN + HIDROCLORTIAZIDA 160MG/25MG C/30 GRAGEAS|233|0|0
|338|0|0|2015-09-10|VALSARTAN 160MG C/30 GRAGEAS|1767|0|0
|64|0|0|2015-09-10|VENLAFAXINA 75MG C/20 CAP.|602|0|0
|28|0|0|2015-09-10|VERALIPRIDA 100MG C/20 CAP.|4|0|0
|14|0|0|2015-09-10|VERAPAMILO + TRANDOLAPRIL 180MG/2MG LIB. PROL. C/15 TAB.|1567|0|0
|21|0|0|2015-09-10|VERAPAMILO 180MG C/15 TAB.|275|0|0
|22|0|0|2015-09-10|VERAPAMILO 40MG C/30 TAB.|274|0|0
